Siderophore ID,Siderophore name,Siderophore other name,Count,Hydroxamate,Catecholate,Phenolate,Carboxylate,Carboxylate in Citrate,Alpha-Hydroxycarboxylate,Hydroxyphenyloxazoline,Hydroxyphenylthiazoline,Alpha-Aminocarboxylate,Alpha-Hydroxyimidazole,Alpha-Hydroxycarboxylate in Citrate,Diazeniumdiolate,2-Nitrosophenol,Repetition denticity,Theoretical denticity,Ligand Type,Biosynthetic Type,Canonical SMILES,monomers Name,monomers Number,coverage,missing Monomers Number,Molecular Formula,Molecular Weight,Species,Bacteria,Fungi,Plant,Animal,Actinomycetota,Cyanobacteriota,Bacillota,Pseudomonadota,Bacteroidota,Myxococcota,Ascomycota,Basidiomycota,Mucoromycota,Zoopagomycota,Streptophyta,Chordata,Phylum,Hydroxamate source,Catecholate source,Alpha-Hydroxycarboxylate source,Hydroxyphenyloxazoline source,Hydroxyphenylthiazoline source,Alpha-Hydroxyimidazole source,Diazeniumdiolate source,2-Nitrosophenol source,References,Biosynthetic Type Reference,Fe3+ Affinity Reference,logKf Fe3+,pFe3+,Redox potential,C,H,N,O,S,C/H,C/N,C/O,C/S,Contributor,Siderophore Cluster,Siderophore Group,Siderophore Index,Predicted logS,"Predicted diffusion coefficient (10^(-10) m2 s-1) in H2O, 298.15K"
336,Desferrioxamine H,Ferrioxamine H; Proferrioxamine H,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,Carboxylate/Hydroxamate,NIS,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)O,"NOH-Cad, Suc, NAc-NOH-Cad, Suc",4,1,0,C20H36N4O8,460.522728,Streptomyces sp.; Streptomyces chartreusis NRRL 3882; Serratia sp.; Pantoea sp.; Stenotrophomonas sp.,1,0,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,Actinomycetota/Pseudomonadota,Lys derivatives,,,,,,,,"Adapa, Srinivas, Peter Hubtr, and Walter Keller‐Schierlein. ""Stoffwechselprodukte von Mikroorganismen. 216. Mitteilung. Isolierung, Strukturaufklärung und Synthese von Ferrioxamin H."" Helvetica Chimica Acta 65.6 (1982): 1818-1824.; Senges, Christoph HR, et al. ""The secreted metabolome of Streptomyces chartreusis and implications for bacterial chemistry."" Proceedings of the National Academy of Sciences 115.10 (2018): 2490-2495.; Gutiérrez-García, Karina, et al. ""Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis."" ISME communications 3.1 (2023): 122.","Barona-Gómez, Francisco, et al. ""Identification of a Cluster of Genes that Directs Desferrioxamine Biosynthesis in Streptomyces c oelicolor M145."" Journal of the American Chemical Society 126.50 (2004): 16282-16283.; Ronan, Jade L., et al. ""Desferrioxamine biosynthesis: diverse hydroxamate assembly by substrate-tolerant acyl transferase DesC."" Philosophical Transactions of the Royal Society B: Biological Sciences 373.1748 (2018): 20170068.",,,,,20,36,4,8,0,0.555555556,5,2.5,0,Shaohua Gu; Ruolin He,3,10,3,-1.971,4.554580247
774,Desferrioxamine 04,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Hydroxamate,NIS,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCC(O)CN,"NAc-NOH-Cad, Suc, X0, Suc, NOH-Cad",5,0.775,1,C25H48N6O9,576.684531,Streptomyces chartreusis NRRL 3882,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,,,,,,"Senges, Christoph HR, et al. ""The secreted metabolome of Streptomyces chartreusis and implications for bacterial chemistry."" Proceedings of the National Academy of Sciences 115.10 (2018): 2490-2495.",,,,,,25,48,6,9,0,0.520833333,4.166666667,2.777777778,0,Yanzhao Wu; Jiqi Shao; Ruolin He,3,10,55,-1.806,4.148661003
337,Desferrioxamine A2,Ferrioxamine A2;  Proferrioxamine A2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Hydroxamate,NIS,CC(=O)N(O)CCCCNC(=O)CCC(=O)N(O)CCCCNC(=O)CCC(=O)N(O)CCCCCN,"NAc-NOH-Put, Suc, NOH-Cad, Suc, NOH-Put",5,1,0,C23H44N6O8,532.631882,Salinispora tropica CNB-440; Nocardia sp.; Streptomyces sp.; Streptomyces chartreusis NRRL 3882,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,,,,,,"Keller‐Schierlein, W., et al. ""Stoffwechselprodukte von Mikroorganismen 49. Mitteilung. Die Ferrioxamine A1, A2 und D2."" Helvetica Chimica Acta 48.4 (1965): 710-723.; Ejje, Najwa, et al. ""The variable hydroxamic acid siderophore metabolome of the marine actinomycete Salinispora tropica CNB-440."" Metallomics 5.11 (2013): 1519-1528.; Senges, Christoph HR, et al. ""The secreted metabolome of Streptomyces chartreusis and implications for bacterial chemistry."" Proceedings of the National Academy of Sciences 115.10 (2018): 2490-2495.","Barona-Gómez, Francisco, et al. ""Identification of a Cluster of Genes that Directs Desferrioxamine Biosynthesis in Streptomyces c oelicolor M145."" Journal of the American Chemical Society 126.50 (2004): 16282-16283.; Ronan, Jade L., et al. ""Desferrioxamine biosynthesis: diverse hydroxamate assembly by substrate-tolerant acyl transferase DesC."" Philosophical Transactions of the Royal Society B: Biological Sciences 373.1748 (2018): 20170068.",,,,,23,44,6,8,0,0.522727273,3.833333333,2.875,0,Shaohua Gu; Ruolin He,3,10,4,-1.838,4.287047154
339,Desferrioxamine N,Ferrioxamine N; Proferrioxamine N,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Hydroxamate,NIS,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCCN,"NOH-Cad, Suc, NAc-NOH-Cad, Suc, NOH-Had",5,1,0,C26H50N6O8,574.711748,Salinispora tropica,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,,,,,,"Ejje, Najwa, et al. ""The variable hydroxamic acid siderophore metabolome of the marine actinomycete Salinispora tropica CNB-440."" Metallomics 5.11 (2013): 1519-1528.","Barona-Gómez, Francisco, et al. ""Identification of a Cluster of Genes that Directs Desferrioxamine Biosynthesis in Streptomyces c oelicolor M145."" Journal of the American Chemical Society 126.50 (2004): 16282-16283.; Ronan, Jade L., et al. ""Desferrioxamine biosynthesis: diverse hydroxamate assembly by substrate-tolerant acyl transferase DesC."" Philosophical Transactions of the Royal Society B: Biological Sciences 373.1748 (2018): 20170068.",,,,,26,50,6,8,0,0.52,4.333333333,3.25,0,Ruolin He,3,10,6,-2.386,4.154520231
926,dDFx[00-],,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Hydroxamate,NIS,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,"NAc-NOH-Cad, Suc, NOH-Cad",3,1,0,C16H32N4O5,360.449789,Streptomyces chartreusis NRRL 3882; Streptomyces pilosus ATCC 19797,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,,,,,,"Telfer, Thomas J., et al. ""Mixing up the pieces of the desferrioxamine B jigsaw defines the biosynthetic sequence catalyzed by DesD."" ACS chemical biology 11.5 (2016): 1452-1462.; Senges, Christoph HR, et al. ""The secreted metabolome of Streptomyces chartreusis and implications for bacterial chemistry."" Proceedings of the National Academy of Sciences 115.10 (2018): 2490-2495.","Barona-Gómez, Francisco, et al. ""Identification of a Cluster of Genes that Directs Desferrioxamine Biosynthesis in Streptomyces c oelicolor M145."" Journal of the American Chemical Society 126.50 (2004): 16282-16283.; Ronan, Jade L., et al. ""Desferrioxamine biosynthesis: diverse hydroxamate assembly by substrate-tolerant acyl transferase DesC."" Philosophical Transactions of the Royal Society B: Biological Sciences 373.1748 (2018): 20170068.",,,,,16,32,4,5,0,0.5,4,3.2,0,Yanzhao Wu; Jiqi Shao; Ruolin He,3,10,56,-1.439,5.050658934
338,Desferrioxamine B,Ferrioxamine B; Desferrioxamine A1B; Proferrioxamine B; Deferoxamine; Desferoxamine B; Desferri-ferrioxamine B,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Hydroxamate,NIS,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,"NAc-NOH-Cad, Suc, NOH-Cad, Suc, NOH-Cad",5,1,0,C25H48N6O8,560.685126,Streptomyces coelicolor A3(2); Salinispora tropica; Streptomyces pilosus; Nocardia sp.; Streptomyces sp.; Kribbella speibonae SK5; Planomonospora sp.; Pimelobacter simplex 3E; Streptomyces sp. CC77; Streptomyces sp. CC71; Streptomyces sp. CC53; Streptomyces chartreusis NRRL 3882; Streptomyces venezuelae ATTC 10712; Streptomyces sp. TR1341; Serratia sp.; Pantoea sp.; Stenotrophomonas sp.; Streptomyces coelicolor M145,1,0,0,0,0.833333333,0,0,0.166666667,0,0,0,0,0,0,0,0,Actinomycetota/Pseudomonadota,Lys derivatives,,,,,,,,"Prelog, V., and A. Walser. ""Stoffwechselprodukte von Actinomyceten. 36. Mitteilung. Über die Synthese der Ferrioxamine B und D1."" Helvetica Chimica Acta 45.2 (1962): 631-637.; Müller, A., and H. Zähner. ""Stoffwechselprodukte von Mikroorganismen."" Archiv für Mikrobiologie 62.3 (1968): 257-263.; Müller, G., and KENNETH N. Raymond. ""Specificity and mechanism of ferrioxamine-mediated iron transport in Streptomyces pilosus."" Journal of bacteriology 160.1 (1984): 304-312.; Weinberg, Eugene D., and Jym Moon. ""Malaria and iron: history and review."" Drug metabolism reviews 41.4 (2009): 644-662.; Chiani, M., et al. ""Optimization of culture medium to increase the production of desferrioxamine B (Desferal) in Streptomyces pilosus."" Pakistan Journal of Biological Sciences 13.11 (2010): 546.; Patel, Prakash, Lijiang Song, and Gregory L. Challis. ""Distinct extracytoplasmic siderophore binding proteins recognize ferrioxamines and ferricoelichelin in Streptomyces coelicolor A3 (2)."" Biochemistry 49.37 (2010): 8033-8042.; Ejje, Najwa, et al. ""The variable hydroxamic acid siderophore metabolome of the marine actinomycete Salinispora tropica CNB-440."" Metallomics 5.11 (2013): 1519-1528.; Cruz-Morales, Pablo, et al. ""Actinobacteria phylogenomics, selective isolation from an iron oligotrophic environment and siderophore functional characterization, unveil new desferrioxamine traits."" FEMS Microbiology Ecology 93.9 (2017): fix086.; Senges, Christoph HR, et al. ""The secreted metabolome of Streptomyces chartreusis and implications for bacterial chemistry."" Proceedings of the National Academy of Sciences 115.10 (2018): 2490-2495.; Jones, Stephanie E., et al. ""Streptomyces volatile compounds influence exploration and microbial community dynamics by altering iron availability."" MBio 10.2 (2019): 10-1128.; Acquah, Kojo Sekyi, et al. ""Novel South African rare actinomycete Kribbella speibonae strain SK5: a prolific producer of hydroxamate siderophores including new dehydroxylated congeners."" Molecules 25.13 (2020): 2979.; Lara, Ana Catalina, et al. ""The genome analysis of the human lung-associated Streptomyces sp. TR1341 revealed the presence of beneficial genes for opportunistic colonization of human tissues."" Microorganisms 9.8 (2021): 1547.; Gutiérrez-García, Karina, et al. ""Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis."" ISME communications 3.1 (2023): 122.","Barona-Gómez, Francisco, et al. ""Identification of a Cluster of Genes that Directs Desferrioxamine Biosynthesis in Streptomyces c oelicolor M145."" Journal of the American Chemical Society 126.50 (2004): 16282-16283.; Ronan, Jade L., et al. ""Desferrioxamine biosynthesis: diverse hydroxamate assembly by substrate-tolerant acyl transferase DesC."" Philosophical Transactions of the Royal Society B: Biological Sciences 373.1748 (2018): 20170068.","Hider, Robert C., and Xiaole Kong. ""Chemistry and biology of siderophores."" Natural product reports 27.5 (2010): 637-657.",30.5,25,-468,25,48,6,8,0,0.520833333,4.166666667,3.125,0,Shaohua Gu; Ruolin He,3,10,5,-2.194,4.19705533
340,Desferrioxamine A1A,Ferrioxamine A1; Desferrioxamine A1; Proferrioxamine A1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Hydroxamate,NIS,CC(=O)N(O)CCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,"NAc-NOH-Put, Suc, NOH-Cad, Suc, NOH-Cad",5,1,0,C24H46N6O8,546.658504,Nocardia sp.; Streptomyces sp.; Streptomyces chartreusis NRRL 3882,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,,,,,,"Keller‐Schierlein, W., et al. ""Stoffwechselprodukte von Mikroorganismen 49. Mitteilung. Die Ferrioxamine A1, A2 und D2."" Helvetica Chimica Acta 48.4 (1965): 710-723.; Senges, Christoph HR, et al. ""The secreted metabolome of Streptomyces chartreusis and implications for bacterial chemistry."" Proceedings of the National Academy of Sciences 115.10 (2018): 2490-2495.","Barona-Gómez, Francisco, et al. ""Identification of a Cluster of Genes that Directs Desferrioxamine Biosynthesis in Streptomyces c oelicolor M145."" Journal of the American Chemical Society 126.50 (2004): 16282-16283.; Ronan, Jade L., et al. ""Desferrioxamine biosynthesis: diverse hydroxamate assembly by substrate-tolerant acyl transferase DesC."" Philosophical Transactions of the Royal Society B: Biological Sciences 373.1748 (2018): 20170068.",,,,,24,46,6,8,0,0.52173913,4,3,0,Shaohua Gu; Ruolin He,3,10,7,-2.011,4.241195828
755,Bisucaberin 05,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Hydroxamate,NIS,CC(=O)NCCCCCNC(=O)CCC(=O)N(O)CCCCCN,"NOH-Cad, Suc, NAc-Cad",3,1,0,C16H32N4O4,344.450384,Streptomyces chartreusis NRRL 3882,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,,,,,,"Senges, Christoph HR, et al. ""The secreted metabolome of Streptomyces chartreusis and implications for bacterial chemistry."" Proceedings of the National Academy of Sciences 115.10 (2018): 2490-2495.",,,,,,16,32,4,4,0,0.5,4,4,0,Yanzhao Wu; Jiqi Shao; Ruolin He,3,10,57,-1.466,5.149403787
668,Didesoxy-desferrioxamine B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Hydroxamate,NIS,CC(=O)NCCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)NCCCCCN,"Cad, Suc, NOH-Cad, Suc, NAc-Cad",5,1,0,C25H48N6O6,528.686316,Kribbella speibonae SK5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,,,,,,"Acquah, Kojo Sekyi, et al. ""Novel South African rare actinomycete Kribbella speibonae strain SK5: a prolific producer of hydroxamate siderophores including new dehydroxylated congeners."" Molecules 25.13 (2020): 2979.","Barona-Gómez, Francisco, et al. ""Identification of a Cluster of Genes that Directs Desferrioxamine Biosynthesis in Streptomyces c oelicolor M145."" Journal of the American Chemical Society 126.50 (2004): 16282-16283.; Ronan, Jade L., et al. ""Desferrioxamine biosynthesis: diverse hydroxamate assembly by substrate-tolerant acyl transferase DesC."" Philosophical Transactions of the Royal Society B: Biological Sciences 373.1748 (2018): 20170068.",,,,,25,48,6,6,0,0.520833333,4.166666667,4.166666667,0,Ruolin He,3,10,40,-2.283,4.300268588
666,Desoxy-desferrioxamine B,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Hydroxamate,NIS,CC(=O)NCCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,"NAc-Cad, Suc, NOH-Cad, Suc, NOH-Cad",5,1,0,C25H48N6O7,544.685721,Kribbella speibonae SK5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,,,,,,"Acquah, Kojo Sekyi, et al. ""Novel South African rare actinomycete Kribbella speibonae strain SK5: a prolific producer of hydroxamate siderophores including new dehydroxylated congeners."" Molecules 25.13 (2020): 2979.","Barona-Gómez, Francisco, et al. ""Identification of a Cluster of Genes that Directs Desferrioxamine Biosynthesis in Streptomyces c oelicolor M145."" Journal of the American Chemical Society 126.50 (2004): 16282-16283.; Ronan, Jade L., et al. ""Desferrioxamine biosynthesis: diverse hydroxamate assembly by substrate-tolerant acyl transferase DesC."" Philosophical Transactions of the Royal Society B: Biological Sciences 373.1748 (2018): 20170068.",,,,,25,48,6,7,0,0.520833333,4.166666667,3.571428571,0,Ruolin He,3,10,39,-2.217,4.247538687
849,Propionyl-ferrioxamine,Desferrioxamine 05; ferrioxamine B+CH2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Hydroxamate,NIS,CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,"Suc, NOH-Cad, NOH-Cad, Suc, NPr-NOH-Cad",5,1,0,C26H50N6O8,574.711748,Streptomyces sp. CC77; Streptomyces sp. CC53; Streptomyces chartreusis NRRL 3882; Streptomyces venezuelae ATTC 10712; Streptomyces sp. TR1341,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,,,,,,"Cruz-Morales, Pablo, et al. ""Actinobacteria phylogenomics, selective isolation from an iron oligotrophic environment and siderophore functional characterization, unveil new desferrioxamine traits."" FEMS Microbiology Ecology 93.9 (2017): fix086.; Senges, Christoph HR, et al. ""The secreted metabolome of Streptomyces chartreusis and implications for bacterial chemistry."" Proceedings of the National Academy of Sciences 115.10 (2018): 2490-2495.; Jones, Stephanie E., et al. ""Streptomyces volatile compounds influence exploration and microbial community dynamics by altering iron availability."" MBio 10.2 (2019): 10-1128.; Lara, Ana Catalina, et al. ""The genome analysis of the human lung-associated Streptomyces sp. TR1341 revealed the presence of beneficial genes for opportunistic colonization of human tissues."" Microorganisms 9.8 (2021): 1547.","Barona-Gómez, Francisco, et al. ""Identification of a Cluster of Genes that Directs Desferrioxamine Biosynthesis in Streptomyces c oelicolor M145."" Journal of the American Chemical Society 126.50 (2004): 16282-16283.; Ronan, Jade L., et al. ""Desferrioxamine biosynthesis: diverse hydroxamate assembly by substrate-tolerant acyl transferase DesC."" Philosophical Transactions of the Royal Society B: Biological Sciences 373.1748 (2018): 20170068.",,,,,26,50,6,8,0,0.52,4.333333333,3.25,0,Yanzhao Wu; Jiqi Shao; Ruolin He,3,10,58,-2.415,4.154520231
752,Bisucaberin 02,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Hydroxamate,NIS,COC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,"NOH-Cad, OMe-Suc, Suc, NOH-Cad",4,1,0,C19H36N4O7,432.512583,Streptomyces chartreusis NRRL 3882,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,,,,,,"Senges, Christoph HR, et al. ""The secreted metabolome of Streptomyces chartreusis and implications for bacterial chemistry."" Proceedings of the National Academy of Sciences 115.10 (2018): 2490-2495.",,,,,,19,36,4,7,0,0.527777778,4.75,2.714285714,0,Yanzhao Wu; Jiqi Shao; Ruolin He,3,10,59,-1.822,4.67597814
345,Desferrioxamine G2B,Ferrioxamine G2B; Proferrioxamine G2B,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Hydroxamate,NIS,NCCCCCN(O)C(=O)CCC(=O)NCCCCCC(=O)N(O)CCC(=O)NCCCCN(O)C(=O)CCC(=O)O,"dNH2-Lys, Suc, 3OHNH2-PrA, NOH-Put, Suc, NOH-Cad",6,1,0,C26H48N6O10,604.694676,Erwinia amylovora; Pseudomonas stutzeri KC; Stutzerimonas stutzeri CTN1; Stutzerimonas stutzeri ATCC 17591,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pseudomonadota,Lys derivatives,,,,,,,,"Feistner, Gottfried J., Douglas C. Stahl, and Ann H. Gabrik. ""Proferrioxamine siderophores of Erwinia amylovora. A capillary liquid chromatographic/electrospray tandem mass spectrometric study."" Organic mass spectrometry 28.3 (1993): 163-175.; Zawadzka, Anna M., et al. ""Identification of siderophores of Pseudomonas stutzeri."" Canadian journal of microbiology 52.12 (2006): 1164-1176.","Barona-Gómez, Francisco, et al. ""Identification of a Cluster of Genes that Directs Desferrioxamine Biosynthesis in Streptomyces c oelicolor M145."" Journal of the American Chemical Society 126.50 (2004): 16282-16283.; Ronan, Jade L., et al. ""Desferrioxamine biosynthesis: diverse hydroxamate assembly by substrate-tolerant acyl transferase DesC."" Philosophical Transactions of the Royal Society B: Biological Sciences 373.1748 (2018): 20170068.",,,,,26,48,6,10,0,0.541666667,4.333333333,2.6,0,Shaohua Gu; Ruolin He,3,10,12,-2.08,4.068545938
772,Desferrioxamine 01,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Hydroxamate,NIS,NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCCC(=O)O,"NOH-Cad, Suc, NOH-Cad, Suc, NOH-Cad, Pda",6,1,0,C28H52N6O10,632.74792,Streptomyces chartreusis NRRL 3882,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,,,,,,"Senges, Christoph HR, et al. ""The secreted metabolome of Streptomyces chartreusis and implications for bacterial chemistry."" Proceedings of the National Academy of Sciences 115.10 (2018): 2490-2495.",,,,,,28,52,6,10,0,0.538461538,4.666666667,2.8,0,Yanzhao Wu; Jiqi Shao; Ruolin He,3,10,60,-2.419,3.993622396
776,Desferrioxamine 07,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Hydroxamate,NIS,NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCC(=O)O,"NOH-Cad, Suc, Suc, 5NH2-Vaa, NOH-Cad",5,1,0,C23H43N5O8,517.617238,Streptomyces chartreusis NRRL 3882,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,,,,,,"Senges, Christoph HR, et al. ""The secreted metabolome of Streptomyces chartreusis and implications for bacterial chemistry."" Proceedings of the National Academy of Sciences 115.10 (2018): 2490-2495.",,,,,,23,43,5,8,0,0.534883721,4.6,2.875,0,Yanzhao Wu; Jiqi Shao; Ruolin He,3,10,61,-2.022,4.338155171
344,Desferrioxamine G1,Ferrioxamine G1; Proferrioxamine G1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Hydroxamate,NIS,NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)O,"NOH-Cad, Suc, NOH-Cad, Suc, NOH-Cad, Suc",6,1,0,C27H50N6O10,618.721298,Stutzerimonas stutzeri; Vibrio sp. BLI-41; Nocardia sp.; Streptomyces sp.; Pseudomonas stutzeri KC; Stutzerimonas stutzeri CTN1; Pseudomonas stutzeri ATCC 17588; Stutzerimonas stutzeri ATCC 17589; Stutzerimonas stutzeri ATCC 27951; Stutzerimonas stutzeri ATCC 27951; Stutzerimonas stutzeri ATCC 17587; Stutzerimonas stutzeri ATCC 11607; Stutzerimonas stutzeri 19SMN4; Stutzerimonas stutzeri ATCC 17595; Streptomyces chartreusis NRRL 3882,1,0,0,0,0.2,0,0,0.8,0,0,0,0,0,0,0,0,Pseudomonadota/Actinomycetota,Lys derivatives,,,,,,,,"Reissbrodt, Rolf, et al. ""Isolation and identification of ferrioxamine G and E in Hafnia alvei."" Biology of Metals 3 (1990): 54-60.; Martinez, J. S., M. G. Haygood, and Alison Butler. ""Identification of a natural desferrioxamine siderophore produced by a marine bacterium."" Limnology and Oceanography 46.2 (2001): 420-424.; Zawadzka, Anna M., et al. ""Identification of siderophores of Pseudomonas stutzeri."" Canadian journal of microbiology 52.12 (2006): 1164-1176.; Essén, Sofia A., et al. ""Siderophore production by Pseudomonas stutzeri under aerobic and anaerobic conditions."" Applied and environmental microbiology 73.18 (2007): 5857-5864.; De Carvalho, Carla CCR, and Pedro Fernandes. ""Production of metabolites as bacterial responses to the marine environment."" Marine drugs 8.3 (2010): 705-727.; Senges, Christoph HR, et al. ""The secreted metabolome of Streptomyces chartreusis and implications for bacterial chemistry."" Proceedings of the National Academy of Sciences 115.10 (2018): 2490-2495.","Barona-Gómez, Francisco, et al. ""Identification of a Cluster of Genes that Directs Desferrioxamine Biosynthesis in Streptomyces c oelicolor M145."" Journal of the American Chemical Society 126.50 (2004): 16282-16283.; Ronan, Jade L., et al. ""Desferrioxamine biosynthesis: diverse hydroxamate assembly by substrate-tolerant acyl transferase DesC."" Philosophical Transactions of the Royal Society B: Biological Sciences 373.1748 (2018): 20170068.",,,,,27,50,6,10,0,0.54,4.5,2.7,0,Shaohua Gu; Ruolin He,3,10,11,-2.243,4.030457143
343,Desferrioxamine G2A,Ferrioxamine G2A; Proferrioxamine G2A,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Hydroxamate,NIS,NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCN(O)C(=O)CCC(=O)O,"NOH-Put, Suc, NOH-Cad, Suc, Suc, NOH-Cad",6,1,0,C26H48N6O10,604.694676,Erwinia amylovora; Pseudomonas stutzeri KC; Stutzerimonas stutzeri CTN1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pseudomonadota,Lys derivatives,,,,,,,,"Feistner, Gottfried J., Douglas C. Stahl, and Ann H. Gabrik. ""Proferrioxamine siderophores of Erwinia amylovora. A capillary liquid chromatographic/electrospray tandem mass spectrometric study."" Organic mass spectrometry 28.3 (1993): 163-175.; Zawadzka, Anna M., et al. ""Identification of siderophores of Pseudomonas stutzeri."" Canadian journal of microbiology 52.12 (2006): 1164-1176.","Barona-Gómez, Francisco, et al. ""Identification of a Cluster of Genes that Directs Desferrioxamine Biosynthesis in Streptomyces c oelicolor M145."" Journal of the American Chemical Society 126.50 (2004): 16282-16283.; Ronan, Jade L., et al. ""Desferrioxamine biosynthesis: diverse hydroxamate assembly by substrate-tolerant acyl transferase DesC."" Philosophical Transactions of the Royal Society B: Biological Sciences 373.1748 (2018): 20170068.",,,,,26,48,6,10,0,0.541666667,4.333333333,2.6,0,Shaohua Gu; Ruolin He,3,10,10,-2.074,4.068545938
